identifiant,nom,description,contexte,exemples,ressources,points,pourcentage,categorie,reductionPotentiel,perimetreEvaluation,desactivation,desactivationDesc,score,scoreDesc,reduction,reductionDesc,personnalisationQuestions,indicateurs,exprScore
2.1,Disposer d'un programme de prévention des déchets,"Le Programme Local de Prévention des Déchets Ménagers et Assimilés (PLPDMA) d'un territoire vise à réduire la quantité et la nocivité des déchets (via l'atteinte d'un objectif partagé). Ce programme s'inscrit dans la durée au travers de la coordination, de la mise en place et du suivi d'actions concertées avec les acteurs locaux.","**Contexte**

[Plans et programmes de prévention](https://www.optigede.ademe.fr/plan-programme-prevention) [Les typologies de déchets](https://www.ecologie.gouv.fr/differentes-categories-dechets#:~:text=les%20d%C3%A9chets%20non%20dangereux%20\(DND,plastique%2C%20de%20bois%2C%20etc.) [Les modes de financement du service public de gestion des déchets](https://www.collectivites-locales.gouv.fr/competences/les-dechets) [Ce qu’il faut savoir sur la prévention des déchets](https://www.ecologie.gouv.fr/cadre-general-prevention-des-dechets) [Territoires pionniers de la prévention des déchets](https://librairie.ademe.fr/dechets-economie-circulaire/3628-territoires-pionniers-de-la-prevention-des-dechets.html)

**Conformité réglementaire**

[Cadre juridique du guide PLPDMA](https://www.ecologie.gouv.fr/sites/default/files/FAQ_PLPDMA_VF_actualisation_Juin2017.pdf) [Le programme national de prévention des déchets 2021-2027](https://www.ecologie.gouv.fr/sites/default/files/Plan%20national%20de%20pr%C3%A9vention%20des%20d%C3%A9chets%202021-2027.pdf) [Article L541-15-1: PLPDMA obligatoire](https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000022496455/) [Décret n°2015-662 du 14 juin 2015 relatif aux PLPDMA](https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000030717221) [Obligations réglementaires](https://optigede.ademe.fr/outils-pour-les-entreprises/trier-pour-valoriser/tri-des-dechets/obligations-reglementaires)",,"**Élaborer et conduire avec succès son PLPDMA**

[Guide PLPDMA de l’ADEME ""Elaborer et conduire avec succès un PLPDMA"" (réalisation, gouvernance, suivi/évaluation...)](https://librairie.ademe.fr/dechets-economie-circulaire/2263-elaborer-et-conduire-avec-succes-un-plpdma.html)

**Formation**

[Catalogue de formation de l'ADEME - Catégorie Economie Circulaire](https://formations.ademe.fr/recherche-de-formation.html stab=0&start=0&elearn=&folid=26&search=&profil=&theme=31&formtype=&region=&btnsearch=btnsearch)

**Réseau des collectivités**

[Réseau A3P et ses rencontres thématiques](https://optigede.ademe.fr/reseau-a3p-animateurs-economie-circulaire) [Territoires Zéro Déchets Zéro Gaspillage](https://www.optigede.ademe.fr/territoires-zero-dechet-zero-gaspillage)

**Planification**

[De la planification déchets à l’économie circulaire](https://www.rudologia.fr/medias/plan_regionaux/Livret---RDF-Rudologia_05092019.pdf) (pdf) [Évaluation des gisements d’évitement et potentiels de réduction des déchets](https://www.zerodechettouraine.org/files/2017-04/ademe-gisements-potentielsreduc-impactsenvtx-2016.pdf)

**Sensibiliser**

[Opérations témoins](https://optigede.ademe.fr/operations-temoins-introduction)

**Outils thématiques**

[Réduire la production de déchets](https://www.optigede.ademe.fr/prevention) [Annuaire des réparacteurs](https://www.annuaire-reparation.fr/) [Études de l'ADEME sur la réparation](https://optigede.ademe.fr/opter-pour-reparation-en-savoir-plus) [Multiplicité d’acteurs du réemploi pour les biens de la consommation courante](https://optigede.ademe.fr/sites/default/files/descriptif-schema-multiplicite-acteur-reemploi.pdf) [Consigne pour le réemploi des emballages](https://optigede.ademe.fr/consigne-reemploi-emballages-restauration-levier-economie-ressources) [Éléments de contexte sur les restaurations commerciales, événementielles, collectives… et la cible grand public](https://optigede.ademe.fr/alimentation-durable-gaspillage-alimentaire) [Secteur de la construction](https://optigede.ademe.fr/btp) [Bien vivre en Zéro Déchet (étude)](https://www.ademe.fr/bien-vivre-zero-dechet) [Exemplarité](https://www.optigede.ademe.fr/eco-exemplarite-dechets-introduction)",10,,,,,"reponse(dechets_3, NON) 
","Pour les collectivités n'ayant pas la compétence ""collecte des déchets"", le score de l'action 2.1. est réduit à 0 et les statuts sont ""non concerné"".",,,,,dechets_3,cae_6.a,
2.1.0,Respecter la réglementation en matière de prévention de déchets,"La collectivité est conforme à la réglementation

En cas de non-conformité, la collectivité doit justifier d'un plan d'actions correctives",,"Adoption du PLPDMA (obligatoire pour les collectivités ayant la compétence collecte des déchets : article L. 541-15-1 du Code de l’Environnement : [voir le document ""Elaborer et conduire avec succès un PLPDMA"" de l'ADEME](https://librairie.ademe.fr/dechets-economie-circulaire/1813-collectivites-comment-elaborer-et-conduire-avec-succes-un-plpdma-.html) )

Mise à disposition du PLPDMA auprès de l'ADEME via la plateforme SINOÉ",,,0,bases,,,,,,,,,,,
2.1.1,Mettre en œuvre les actions du PLPDMA,Les actions prévues dans le PLPDMA sont mises en œuvre. Ces actions couvrent les 7 axes thématiques et 3 axes transversaux présentés dans le guide PLPDMA : www.plpdma-guide-ademe.fr,,"Les 7 axes thématiques du PLPDMA :

-   Lutter contre le gaspillage alimentaire
    
-   Éviter la production de déchets verts et encourager la gestion de proximité des biodéchets
    
-   Augmenter la durée de vie des produits
    
-   Mettre en place et renforcer des actions emblématiques favorisant la consommation responsable
    
-   Réduire les déchets des entreprises
    
-   Réduire les déchets du BTP
    
-   Réduire les déchets marins
    

Les 3 axes transversaux du PLPDMA :

-   Être éco-exemplaire
    
-   Sensibiliser
    
-   Utiliser les instruments économiques",,,40,mise en œuvre,,,,,,,,,,,
2.1.1.1,Déployer 3 à 9 actions sur l'année,,,,,,,,,,,,,,,,,,
2.1.1.2,Déployer 10 à 14 actions sur l'année,,,,,,,,,,,,,,,,,,
2.1.1.3,Déployer 15 actions ou plus,,,,,,,,,,,,,,,,,,
2.1.1.4,Exploiter 1 ou 2 axes du guide PLPDMA de l'ADEME,,,,,,,,,,,,,,,,,,
2.1.1.5,Exploiter 3 ou 4 axes du guide PLPDMA de l'ADEME,,,,,,,,,,,,,,,,,,
2.1.1.6,Exploiter 5 ou 6 axes du guide PLPDMA de l'ADEME,,,,,,,,,,,,,,,,,,
2.1.1.7,Exploiter au moins 7 axes du guide PLPDMA de l'ADEME,,,,,,,,,,,,,,,,,,
2.1.2,Disposer d'une commission consultative d'élaboration et de suivi (CCES) élargie,La collectivité fait vivre une gouvernance participative élargie avec la commission consultative d'élaboration et de suivi (CCES).,,"Une composition élargie de la CCES incluant les parties prenantes au-delà des élus (partenaires publics, ONG, associations, habitants, acteurs économiques, …)",,,20,mise en œuvre,,,,,,,,,,,
2.1.2.1,Organiser au moins 1 réunion de la CCES par an,,,,,,50,,,,,,,,,,,,
2.1.2.2,Élargir la composition de la CCES au-delà des élus,,,,,,50,,,,,,,,,,,,
2.1.3,Suivre le PLPDMA,"La collectivité assure le suivi de la démarche, dresse des bilans des actions et ajuste le programme d'actions selon les résultats",,,,,40,effets,,,,,,,,,,,
2.2,Améliorer l'efficience du système de collecte,"Souvent responsable des plus gros impacts environnementaux et des plus gros coûts, la collecte des déchets doit être pensée pour être plus efficiente en elle-même mais également être en lien avec la prévention dans une logique de réduction des déchets et en cohérence avec les moyens de traitement.

L’optimisation de la collecte commence chez le producteur du déchet et doit donc être associée à une communication efficace notamment lors du déploiement de nouvelles solutions (passage de « Porte A Porte » (PAP) à « Par Apport Volontaire » (PAV), mise en place de la Tarification Incitative (TI), …).

L’optimisation en elle-même consiste en un ensemble de questions dont les réponses doivent impérativement être adaptées au contexte local afin de garantir la qualité du service rendu : PAP ou PAV ? Quels flux doivent être collectés séparément et dans quels contenants ? Où placer les points de collecte pour qu'ils soient accessibles et réduire la longueur des tournées ? Quelles fréquences choisir pour les différentes tournées ? Quels véhicules de collecte utiliser et comment les utiliser efficacement ? Comment optimiser les moyens humains associés à la collecte ?","**Contexte**

[Organisation de la collecte en France (définitions, collectes en déchetterie/porte-à-porte/apport volontaire, financements...)](https://librairie.ademe.fr/dechets-economie-circulaire/4804-la-collecte-des-dechets-par-le-service-public-en-france.html) [Coût de la collecte : Référentiel régional des coûts du service public de gestion des déchets en Occitanie - Année 2019](https://librairie.ademe.fr/dechets-economie-circulaire/6222-referentiel-regional-des-couts-du-service-public-de-gestion-des-dechets-en-occitanie-annee-2019.html) [Calculer le coût complet des déchets](https://expertises.ademe.fr/professionnels/entreprises/reduire-impacts/reduire-cout-dechets/dossier/combien-coutent-dechets/calculer-cout-complet-dechets) [Caractériser localement les déchets ménagers](https://librairie.ademe.fr/dechets-economie-circulaire/4446-caracteriser-localement-les-dechets-menagers.html)

**Données chiffrées de l'ADEME**

[Chiffres clés sur les déchets](https://librairie.ademe.fr/dechets-economie-circulaire/6108-dechets-chiffres-cles-edition-2023-9791029720536.html) [Collecte des déchets par le service public en France](https://librairie.ademe.fr/dechets-economie-circulaire/4804-la-collecte-des-dechets-par-le-service-public-en-france.html)

**Conformité réglementaire**

[Obligations et dispositions légales](https://optigede.ademe.fr/outils-pour-les-entreprises/trier-pour-valoriser/tri-des-dechets/obligations-reglementaires) [Calendrier d'application des mesures issues de la loi AGEC](https://www.legifrance.gouv.fr/dossierlegislatif/JORFDOLE000038746653/?detailType=ECHEANCIER&detailId=)",,"**Données de suivi**

[SINOE: Outil d’aide à la décision pour optimiser la politique déchets et les services associés](https://www.sinoe.org/) [Présentation de SINOE](https://www.sinoe.org/toutsavoir)

**Optimisation de la collecte**

[Optimiser la collecte des déchets](https://www.optigede.ademe.fr/collecte-bonnes-pratiques) [Guide d'aide à l'élaboration et à la rédaction d'un règlement de collecte des déchets](https://amorce.asso.fr/publications/guide-d-aide-a-l-elaboration-et-a-la-redaction-d-un-reglement-de-collecte-des-dechets-dt117) [Collecte préservante](https://www.optigede.ademe.fr/collecte-preservante) [Collecte innovante](https://www.optigede.ademe.fr/collecte-exemples)

**Filières**

[Filières à REP](https://filieres-rep.ademe.fr/) [Guide pratique Refashion](https://refashion.fr/pro/sites/default/files/fichiers/Guide_Pratique-Carnet_de_bord-2018.zip) (lien de téléchargement)

**Biodéchets/déchets organiques/déchets alimentaires**

[Collecte séparée des biodéchets](https://www.optigede.ademe.fr/collectes-separees-biodechets) [Comment réussir la mise en œuvre du tri à la source des biodéchets (guide)](https://librairie.ademe.fr/dechets-economie-circulaire/1513-comment-reussir-la-mise-en-oeuvre-du-tri-a-la-source-des-biodechets-.html) [Gestion de proximité des biodéchets]( https://optigede.ademe.fr/gestion-proximite-biodechets-en-savoir-plus) (pdf) [Etude technico-économique de la collecte séparée des biodéchets (étude)](https://librairie.ademe.fr/dechets-economie-circulaire/1453-etude-technico-economique-de-la-collecte-separee-des-biodechets.html) [Gérer les déchets organiques d’un territoire (étude)](https://librairie.ademe.fr/dechets-economie-circulaire/2351-gerer-les-dechets-organiques-sur-un-territoire.html) [Outils pratiques sur la restauration collective](https://www.optigede.ademe.fr/alimentation-durable-restauration-collective-outils-pratiques)

**Déchèterie**

[Concevoir la déchèterie de demain](https://expertises.ademe.fr/professionnels/collectivites/integrer-lenvironnement-domaines-dintervention/dechets/optimiser-collecte/concevoir-decheterie-demain) [Règlement intérieur d’une déchèterie (guide d’aide à l’élaboration et à la rédaction)](https://expertises.ademe.fr/sites/default/files/assets/documents/guide-ri-decheterie.pdf) (pdf) [Signalétique : livret, logos, panneaux, ressources photos](https://www.optigede.ademe.fr/decheteries-signaletique)",15,,,,,"reponse(dechets_1, NON) 
","Pour les collectivités n'ayant pas la compétence ""collecte des déchets"", le score de l'action 2.2. est réduit à 0 et les statuts sont ""non concerné"".",,,,,dechets_1,eci_6,
2.2.0,Respecter la réglementation en matière de collecte des déchets,"La gestion de la collecte des déchets est conforme à la réglementation.

En cas de non-conformité, la collectivité doit justifier d'un plan d'actions correctives et de l'absence de contentieux en cours.",,"Liste non exhaustive d'actions réglementaires à suivre :

-   La collectivité (ou son prestataire en cas de Délégation de Service Public) dispose d'un Document Unique d'Evaluation des Risques Professionnels (DUERP) à jour.
    
-   La collectivité a approuvé son règlement de collecte (Art. R2224-26 du Code Général des Collectivités Territoriales) et a défini les différents seuils relatifs aux services proposés (quantité maximale des assimilés, seuils d'acceptation des professionnels en déchèterie, coûts de collecte des professionnels, etc.) en respectant les règles de non-concurrence déloyale.
    
-   La collectivité produit son rapport annuel déchets (Rapport du Service Public de Prévention et de Gestion des Déchets ménagers et assimilés -rapport SPPGD-)
    
-   La collectivité produit le guide de collecte ou document assimilé (Art R. 2224-27 et R.2224-28 du Code Général des Collectivités Territoriales)",,,0,bases,,,,,,,,,,,
